Date,Close
02/01/2020 16:00:00,1367.37
03/01/2020 16:00:00,1360.66
06/01/2020 16:00:00,1394.21
07/01/2020 16:00:00,1393.34
08/01/2020 16:00:00,1404.32
09/01/2020 16:00:00,1419.83
10/01/2020 16:00:00,1429.73
13/01/2020 16:00:00,1439.23
14/01/2020 16:00:00,1430.88
15/01/2020 16:00:00,1439.2
16/01/2020 16:00:00,1451.7
17/01/2020 16:00:00,1480.39
21/01/2020 16:00:00,1484.4
22/01/2020 16:00:00,1485.95
23/01/2020 16:00:00,1486.65
24/01/2020 16:00:00,1466.71
27/01/2020 16:00:00,1433.9
28/01/2020 16:00:00,1452.56
29/01/2020 16:00:00,1458.63
30/01/2020 16:00:00,1455.84
31/01/2020 16:00:00,1434.23
03/02/2020 16:00:00,1485.94
04/02/2020 16:00:00,1447.07
05/02/2020 16:00:00,1448.23
06/02/2020 16:00:00,1476.23
07/02/2020 16:00:00,1479.23
10/02/2020 16:00:00,1508.68
11/02/2020 16:00:00,1508.79
12/02/2020 16:00:00,1518.27
13/02/2020 16:00:00,1514.66
14/02/2020 16:00:00,1520.74
18/02/2020 16:00:00,1519.67
19/02/2020 16:00:00,1526.69
20/02/2020 16:00:00,1518.15
21/02/2020 16:00:00,1485.11
24/02/2020 16:00:00,1421.59
25/02/2020 16:00:00,1388.45
26/02/2020 16:00:00,1393.18
27/02/2020 16:00:00,1318.09
28/02/2020 16:00:00,1339.33
02/03/2020 16:00:00,1389.11
03/03/2020 16:00:00,1341.39
04/03/2020 16:00:00,1386.52
05/03/2020 16:00:00,1319.04
06/03/2020 16:00:00,1298.41
09/03/2020 16:00:00,1215.56
10/03/2020 16:00:00,1280.39
11/03/2020 16:00:00,1215.41
12/03/2020 16:00:00,1114.91
13/03/2020 16:00:00,1219.73
16/03/2020 16:00:00,1084.33
17/03/2020 16:00:00,1119.8
18/03/2020 16:00:00,1096.8
19/03/2020 16:00:00,1115.29
20/03/2020 16:00:00,1072.32
23/03/2020 16:00:00,1056.62
24/03/2020 16:00:00,1134.46
25/03/2020 16:00:00,1102.49
26/03/2020 16:00:00,1161.75
27/03/2020 16:00:00,1110.71
30/03/2020 16:00:00,1146.82
31/03/2020 16:00:00,1162.81
01/04/2020 16:00:00,1105.62
02/04/2020 16:00:00,1120.84
03/04/2020 16:00:00,1097.88
06/04/2020 16:00:00,1186.92
07/04/2020 16:00:00,1186.51
08/04/2020 16:00:00,1210.28
09/04/2020 16:00:00,1211.45
13/04/2020 16:00:00,1217.56
14/04/2020 16:00:00,1269.23
15/04/2020 16:00:00,1262.47
16/04/2020 16:00:00,1263.47
17/04/2020 16:00:00,1283.25
20/04/2020 16:00:00,1266.61
21/04/2020 16:00:00,1216.34
22/04/2020 16:00:00,1263.21
23/04/2020 16:00:00,1276.31
24/04/2020 16:00:00,1279.31
27/04/2020 16:00:00,1275.88
28/04/2020 16:00:00,1233.67
29/04/2020 16:00:00,1341.48
30/04/2020 16:00:00,1348.66
01/05/2020 16:00:00,1320.61
04/05/2020 16:00:00,1326.8
05/05/2020 16:00:00,1351.11
06/05/2020 16:00:00,1347.3
07/05/2020 16:00:00,1372.56
08/05/2020 16:00:00,1388.37
11/05/2020 16:00:00,1403.26
12/05/2020 16:00:00,1375.74
13/05/2020 16:00:00,1349.33
14/05/2020 16:00:00,1356.13
15/05/2020 16:00:00,1373.19
18/05/2020 16:00:00,1383.94
19/05/2020 16:00:00,1373.49
20/05/2020 16:00:00,1406.72
21/05/2020 16:00:00,1402.8
22/05/2020 16:00:00,1410.42
26/05/2020 16:00:00,1417.02
27/05/2020 16:00:00,1417.84
28/05/2020 16:00:00,1416.73
29/05/2020 16:00:00,1428.92
01/06/2020 16:00:00,1431.82
02/06/2020 16:00:00,1439.22
03/06/2020 16:00:00,1436.38
04/06/2020 16:00:00,1412.18
05/06/2020 16:00:00,1438.39
08/06/2020 16:00:00,1446.61
09/06/2020 16:00:00,1456.16
10/06/2020 16:00:00,1465.85
11/06/2020 16:00:00,1403.84
12/06/2020 16:00:00,1413.18
15/06/2020 16:00:00,1419.85
16/06/2020 16:00:00,1442.72
17/06/2020 16:00:00,1451.12
18/06/2020 16:00:00,1435.96
19/06/2020 16:00:00,1431.72
22/06/2020 16:00:00,1451.86
23/06/2020 16:00:00,1464.41
24/06/2020 16:00:00,1431.97
25/06/2020 16:00:00,1441.33
26/06/2020 16:00:00,1359.9
29/06/2020 16:00:00,1394.97
30/06/2020 16:00:00,1413.61
01/07/2020 16:00:00,1438.04
02/07/2020 16:00:00,1464.7
06/07/2020 16:00:00,1495.7
07/07/2020 16:00:00,1485.18
08/07/2020 16:00:00,1496
09/07/2020 16:00:00,1510.99
10/07/2020 16:00:00,1541.74
13/07/2020 16:00:00,1511.34
14/07/2020 16:00:00,1520.58
15/07/2020 16:00:00,1513.64
16/07/2020 16:00:00,1518
17/07/2020 16:00:00,1515.55
20/07/2020 16:00:00,1565.72
21/07/2020 16:00:00,1558.42
22/07/2020 16:00:00,1568.49
23/07/2020 16:00:00,1515.68
24/07/2020 16:00:00,1511.87
27/07/2020 16:00:00,1530.2
28/07/2020 16:00:00,1500.34
29/07/2020 16:00:00,1522.02
30/07/2020 16:00:00,1531.45
31/07/2020 16:00:00,1482.96
03/08/2020 16:00:00,1474.45
04/08/2020 16:00:00,1464.97
05/08/2020 16:00:00,1473.61
06/08/2020 16:00:00,1500.1
07/08/2020 16:00:00,1494.49
10/08/2020 16:00:00,1496.1
11/08/2020 16:00:00,1480.32
12/08/2020 16:00:00,1506.62
13/08/2020 16:00:00,1518.45
14/08/2020 16:00:00,1507.73
17/08/2020 16:00:00,1517.98
18/08/2020 16:00:00,1558.6
19/08/2020 16:00:00,1547.53
20/08/2020 16:00:00,1581.75
21/08/2020 16:00:00,1580.42
24/08/2020 16:00:00,1588.2
25/08/2020 16:00:00,1608.22
26/08/2020 16:00:00,1652.38
27/08/2020 16:00:00,1634.33
28/08/2020 16:00:00,1644.41
31/08/2020 16:00:00,1634.18
01/09/2020 16:00:00,1660.71
02/09/2020 16:00:00,1728.28
03/09/2020 16:00:00,1641.84
04/09/2020 16:00:00,1591.04
08/09/2020 16:00:00,1532.39
09/09/2020 16:00:00,1556.96
10/09/2020 16:00:00,1532.02
11/09/2020 16:00:00,1520.72
14/09/2020 16:00:00,1519.28
15/09/2020 16:00:00,1541.44
16/09/2020 16:00:00,1520.9
17/09/2020 16:00:00,1495.53
18/09/2020 16:00:00,1459.99
21/09/2020 16:00:00,1431.16
22/09/2020 16:00:00,1465.46
23/09/2020 16:00:00,1415.21
24/09/2020 16:00:00,1428.29
25/09/2020 16:00:00,1444.96
28/09/2020 16:00:00,1464.52
29/09/2020 16:00:00,1469.33
30/09/2020 16:00:00,1469.6
01/10/2020 16:00:00,1490.09
02/10/2020 16:00:00,1458.42
05/10/2020 16:00:00,1486.02
06/10/2020 16:00:00,1453.44
07/10/2020 16:00:00,1460.29
08/10/2020 16:00:00,1485.93
09/10/2020 16:00:00,1515.22
12/10/2020 16:00:00,1569.15
13/10/2020 16:00:00,1571.68
14/10/2020 16:00:00,1568.08
15/10/2020 16:00:00,1559.13
16/10/2020 16:00:00,1573.01
19/10/2020 16:00:00,1534.61
20/10/2020 16:00:00,1555.93
21/10/2020 16:00:00,1593.31
